Coordenada,Origen,Destino,Tipo,Cruce, pago 
2895927-2,SMTC PLANTA 1,DESPONCHADO LLANTAMAX,MDC-01,, $125.00 
2896383-1,UNI-TRADE FORWARDING LC,KORIMA / KUNA LOOP,PTT-00,, $-   
2895871-4,SAIA 431 NORTH CLARK DRIVE,13699 GATEWAY WEST,LOC-04,, $250.00 
2896157-3,GYSA  CDJ,GYSA JUAREZ 4,MDC-01,, $125.00 
2895922-4,FLETES SOTELO,13699 GATEWAY WEST,FAL-00,PUENTE ZARAGOZA, $250.00 
2896137-1,DTR,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,PTT-00,, $-   
2896092-1,ELECTROLUX / REFRIGERADORES,YARDA ARIES,L-VAC-05,PUENTE ZARAGOZA, $750.00 
2895981-3,FLETES SOTELO,13699 GATEWAY WEST,MDC-01,PUENTE ZARAGOZA, $375.00 
2895521-6,XYLEM,CHANDLER,PTT-00,, $-   
2895521-5,CHANDLER,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2894971-5,NA KELLY,FLETES SOTELO,I-VACIO,PUENTE ZARAGOZA, $375.00 
2895316-7,DTR,PACTIV DE MEXICO S. DE R.L DE C.V.,PTT-00,, $-   
2895315-4,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,GYSA  CDJ,PTT-00,, $-   
2896006-1,DARTAEROSPACE,XYLEM,PTT-00,, $-   
2896002-1,ATLAS AEROSPACE,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),PTT-00,, $-   
2895714-2,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),SMTC PLANTA 1,PTT-00,, $-   
2895974-1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,TORO COMPANY DE MEXICO PLANTA 2,PTT-00,, $-   
2895897-2,CHAMPLAIN 9500 PAN AMERICAN,FEDERAL-MOGUL EL PASO,LOC-04,, $250.00 
2895867-1,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),XYLEM,LOC-01,, $125.00 
2895699-5,KORIMA / KUNA LOOP,APTIV / RIO BRAVO 7 FV32,IMP-02,PUENTE ZARAGOZA, $500.00 
2895865-1,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),PTT-00,, $-   
2895859-1,GAMMA,SMTC PLANTA 1,LOC-01,, $125.00 
2895818-1,DTR,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),PTT-00,, $-   
2895816-1,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),DTR,PTT-00,, $-   
2895815-1,DTR,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),LOC-01,, $125.00 
2895252-4,KORIMA / KUNA LOOP,KORIMA / KUNA LOOP,PTT-00,, $-   
2895699-2,NA KELLY,KORIMA / KUNA LOOP,LOC-03,PUENTE ZARAGOZA, $-   
2895644-1,FLETES SOTELO,RIO BRAVO INTERNACIONAL,E-VACIO,, $250.00 
2895672-1,NA KELLY,UNI-TRADE FORWARDING LC,PTT-00,, $-   
2892985-6,BODEGA DE PALCO,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2895646-2,SOUTHCO.,BODEGA DE PALCO,LOC-02,, $125.00 
2895747-1,FLEXSTEEL TECMA PLANTA 18,LEAR ZARAGOZA,LOC-01,, $125.00 
2895580-1,BASE SOTELO CHIHUAHUA,S-RIKO AUTOMOTIVE HOSE SALES CHIHUAHUA S. DE R.L.,LOC-02,, $125.00 
2895610-1,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),YAZAKI COMPONENTES PLANTA 3,PTT-00,, $-   
2895069-7,ABF FREIGHT,NA KELLY,LOC-04,, $250.00 
2895467-1,YAZAKI COMPONENTES PLANTA 3,FOKKER,PTT-08,, $-   
2895554-1,ALMAZAN,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LOC-01,, $250.00 
2895431-1,ACSA,FLETES SOTELO,MDC-01,, $250.00 
2895438-1,YAZAKI COMPONENTES PLANTA 2,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),PTT-00,, $-   
2895407-2,UNIVERSIDAD UPN / ANAPRA,FLETES SOTELO,LOC-01,, $375.00 
2895420-1,13699 GATEWAY WEST,IBCA LOGYSTICS,PTT-00,, $-   
2895553-1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,ALMAZAN,LOC-02,, $250.00 
2895412-2,YAZAKI COMPONENTES PLANTA 1,YAZAKI COMPONENTES PLANTA 2,LOC-02,, $125.00 
2895416-1,APEX DIVERSIFIED / ESTHER LAMA,"EAST WEST EL PASO, LLC",LOC-03,, $250.00 
2895585-1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR RIO BRAVO,PTT-01,, $-   
2895391-1,XYLEM,XOMOX CHIHUAHUA S.A DE C.V.,LOC-01,, $125.00 
2895569-1,HONEYWELL 2,LEAR  TRIUNFO,PTT-01,, $-   
2895338-2,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),MDC-01,, $125.00 
2895347-1,NORDAM,IMPULSORA GANE,PTT-00,, $-   
2895533-1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,BASCULA  KM20,LOC-01,, $250.00 
2895291-1,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),DTR,LOC-01,, $125.00 
2895237-1,APTIV / RIO BRAVO 7 FV32,APTIV RIO BRAVO 1 FV39,PTT-00,, $-   
2895052-1,GYSA  CDJ,RIO BRAVO INTERNACIONAL,PTT-00,, $-   
2895100-1,ELCOM INC.,PRECOS ZARAGOZA,TRI-02,PUENTE ZARAGOZA, $500.00 
2895224-1,XOMOX CHIHUAHUA S.A DE C.V.,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),PTT-00,, $-   
2895063-1,11150 GATEWAY ASA,KORIMA / KUNA LOOP,PTT-00,, $-   
2895185-1,GYSA JDC,ELECTROLUX / REFRIGERADORES,MDC-01,, $250.00 
2895200-1,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),PTT-00,, $-   
2895201-2,SMTC PLANTA 2,SMTC PLANTA 1,LOC-02,, $125.00 
2894902-8,GYSA JUAREZ 4,GYSA JUAREZ 5,MDC-01,, $125.00 
2895197-1,SAFRAN BODEGA COMPLEJO,BASE SOTELO CHIHUAHUA,LOC-02,, $125.00 
2894902-7,GYSA JUAREZ 5,GYSA JUAREZ 4,MDC-01,, $125.00 
2894917-4,FOREFRONT,GYSA JUAREZ 3,LOC-01,, $250.00 
2894917-3,GYSA JUAREZ 4,FOREFRONT,PTT-00,, $-   
2895115-2,UNI-TRADE FORWARDING LC,RIO BRAVO INTERNACIONAL,PTT-00,, $-   
2895008-1,MELTON,18 LEIGH FISHER,PTT-00,, $-   
2894744-3,GYSA JUAREZ 4,13699 GATEWAY WEST,FAL-00,, $250.00 
2895179-1,18 LEIGH FISHER,M Y N PLASTICS,LOC-04,, $250.00 
2894934-1,GYSA  CDJ,SHELTER AIN SERVICIOS,PTT-00,, $-   
2895173-1,HISCO EL PASO,ELLIOT TAPE 28 WALTER JONES,LOC-03,, $250.00 
2895172-1,APEX DIVERSIFIED / ESTHER LAMA,HISCO EL PASO,LOC-03,, $250.00 
2895326-1,BASCULA  KM20,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LOC-01,, $250.00 
2895169-2,DELFINGEN US-TEXAS,FEDERAL-MOGUL EL PASO,LOC-03,, $125.00 
2892632-4,PHINIA / BERMUDEZ,GYSA JUAREZ 3,LOC-01,, $125.00 
2895359-1,TORO COMPANY DE MEXICO PLANTA 1,TORO COMPANY DE MEXICO PLANTA 2,LOC-02,, $125.00 
2895358-1,TORO COMPANY DE MEXICO PLANTA 2,TORO COMPANY DE MEXICO PLANTA 1,PTT-01,, $-   
2894267-3,FLETES SOTELO,RIO BRAVO INTERNACIONAL,STER-ELP,PUENTE STA TERESA," $1,500.00 "
2894957-3,APTIV RIO BRAVO 1 FV39,APTIV RIO BRAVO 1 FV39,PTT-00,, $-   
2894352-3,FLETES SOTELO,NA KELLY,FAL-00,PUENTE ZARAGOZA, $250.00 
2894871-2,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",FLETES SOTELO,PTT-00,, $-   
2894864-4,IMPULSORA GANE,XOMOX CHIHUAHUA S.A DE C.V.,PTT-00,, $-   
2894670-7,EXPEDITORS  #1,48 WALTER JONES,LOC-04,, $250.00 
2894840-4,BASE SOTELO CHIHUAHUA,CENTURY MOLD MEXICO S DE RL DE CV,PTT-00,, $-   
2894917-1,13699 GATEWAY WEST,EASTLAKE LOGISTICS PARK,PTT-00,, $-   
2894884-1,FLETES SOTELO,KYOCERA AVX COMPONETS,LOC-01,, $125.00 
2894460-7,OLD DOMINION FREIGHT LINE,KORIMA / KUNA LOOP,LOC-04,, $250.00 
2894840-3,CENTURY MOLD MEXICO S DE RL DE CV,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2894618-2,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,ROBERTS CONSOLIDATES,EXP-02,PUENTE ZARAGOZA, $500.00 
2894460-6,FLETES SOTELO,OLD DOMINION FREIGHT LINE,TRE-02,PUENTE ZARAGOZA, $500.00 
2894403-6,EXPEDITORS  #1,EASTLAKE LOGISTICS PARK,LOC-04,, $250.00 
2895075-1,HONEYWELL ADENCO,LEAR RIO BRAVO,LOC-01,, $125.00 
2894692-2,ELCOM INC.,FLETES SOTELO,TRI-02,PUENTE ZARAGOZA, $500.00 
2894719-2,18 LEIGH FISHER,GYSA  CDJ,IMP-02,PUENTE ZARAGOZA, $500.00 
2894814-1,LEAR LAS TORRES,TORO COMPANY DE MEXICO PLANTA 2,LOC-01,, $125.00 
2894692-1,FLETES SOTELO,ELCOM INC.,PTT-00,PUENTE ZARAGOZA, $-   
2894844-1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR LA CUESTA,PTT-01,, $-   
2894690-1,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),YAZAKI COMPONENTES PLANTA 3,LOC-01,, $125.00 
2894688-1,GYSA JUAREZ JDC,GYSA JUAREZ 4,LOC-01,, $125.00 
2894718-2,BASCULA  KM20,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,MDC-01,, $250.00 
2894584-4,GYSA JUAREZ 4,GYSA JUAREZ 3,MDC-01,, $250.00 
2894341-2,GYSA  CDJ,13699 GATEWAY WEST,MDC-01,PUENTE ZARAGOZA, $250.00 
2894596-3,GYSA JUAREZ 3,GYSA JUAREZ 5,MDC-01,, $250.00 
2894718-1,FLETES SOTELO,BASCULA  KM20,MDC-01,, $250.00 
2894725-1,TORO COMPANY DE MEXICO PLANTA 1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,PTT-01,, $-   
2893939-2,SMTC PLANTA 1,PACTIV DE MEXICO S. DE R.L DE C.V.,PTT-00,, $-   
2894297-2,XYLEM,ATLAS AEROSPACE,PTT-00,, $-   
2894591-1,BASE SOTELO CHIHUAHUA,GAMMA,PTT-00,, $-   
2894580-1,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),IMPULSORA GANE,PTT-00,, $-   
2894579-1,PACTIV DE MEXICO S. DE R.L DE C.V.,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),LOC-01,, $125.00 
2894271-2,GAMMA,PACTIV DE MEXICO S. DE R.L DE C.V.,PTT-00,, $-   
2894589-1,FOKKER,"CHIEF ENTERPRISES MEXICO, S. DE R.L. DE C.V.",VAC-00,, $125.00 
2894460-4,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,BASE SOTELO CHIHUAHUA,MDC-01,, $125.00 
2894697-1,BASCULA  KM20,LEAR SAN LORENZO,LOC-01,, $250.00 
2894469-1,BASE SOTELO CHIHUAHUA,RAMPA,PTT-00,, $-   
2893787-5,FOREFRONT,13699 GATEWAY WEST,MDC-01,PUENTE ZARAGOZA, $250.00 
2894302-2,BASE SOTELO CHIHUAHUA,SMTC PLANTA 1,LOC-02,, $125.00 
2893787-3,SMTC PULLMAN,EASTLAKE LOGISTICS PARK,PTT-00,, $-   
2894302-1,GAMMA,BASE SOTELO CHIHUAHUA,MDC-01,, $125.00 
2894298-2,XYLEM,IMPULSORA GANE,LOC-01,, $125.00 
2893972-5,RIO BRAVO INTERNACIONAL,CFI,MDC-01,, $250.00 
2894267-4,EXPEDITORS  #1,KORIMA / KUNA LOOP,PTT-00,, $-   
2894301-1,GAMMA,SMTC PLANTA 2,LOC-01,, $125.00 
2894051-5,KORIMA / KUNA LOOP,APTIV RIO BRAVO 1 FV39,IMP-02,PUENTE ZARAGOZA, $500.00 
2894310-1,HISCO EL PASO,18 LEIGH FISHER,LOC-03,, $250.00 
2894209-1,GYSA  CDJ,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",LOC-01,, $250.00 
2893856-5,PACTIV DE MEXICO S. DE R.L DE C.V.,THUASNE MX,PTT-00,, $-   
2894226-1,S-RIKO AUTOMOTIVE HOSE SALES CHIHUAHUA S. DE R.L.,BASE SOTELO CHIHUAHUA,LOC-01,, $125.00 
2893856-4,THUASNE MX,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2893856-3,BASE SOTELO CHIHUAHUA,THUASNE MX,MDC-01,, $125.00 
2894051-2,NA KELLY,PUENTE  ZARAGOZA,LOC-03,PUENTE ZARAGOZA, $250.00 
2893930-2,GYSA JDC,RIO BRAVO INTERNACIONAL,PTT-00,, $-   
2893787-2,13699 GATEWAY WEST,EMERALD PASS DR.,PTT-00,, $-   
2894234-2,LEAR MONARCA,FLETES SOTELO,PTT-01,, $-   
2894083-1,ELECTRO COMP. MEXICO CHIMENEAS,SMTC PLANTA 1,PTT-00,, $-   
2893857-1,APTIV RIO BRAVO 1 FV39,RIO BRAVO INTERNACIONAL,PTT-00,PUENTE ZARAGOZA, $-   
2893492-7,IBCA LOGYSTICS,SMTC PULLMAN,LOC-04,, $125.00 
2894276-2,ELECTRO COMP. MEXICO CHIMENEAS,SHELTER AIN SERVICIOS,LOC-02,, $125.00 
2894276-1,FLETES SOTELO,ELECTRO COMP. MEXICO CHIMENEAS,LOC-01,, $125.00 
2894018-1,GAMMA,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),PTT-00,, $-   
2893999-1,SAFRAN CABIN,IMPULSORA GANE,LOC-01,, $125.00 
2894025-1,XIAMEN HONFA TRANSPORTATION,18 LEIGH FISHER,LOC-03,, $250.00 
2894008-1,FOKKER,IMPULSORA GANE,LOC-01,, $125.00 
2893598-6,DTR,SAFRAN CABIN,PTT-00,, $-   
2893996-2,SMTC PLANTA 1,GAMMA,LOC-01,, $125.00 
2893602-7,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,BODEGA NUEVA XOMOX,PTT-00,, $-   
2894198-1,BASCULA  KM20,LEAR MONARCA,LOC-01,, $250.00 
2893935-2,YAZAKI COMPONENTES PLANTA 2,YAZAKI COMPONENTES PLANTA 3,LOC-01,, $125.00 
2893935-1,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),YAZAKI COMPONENTES PLANTA 2,PTT-00,, $-   
2893933-2,DSV,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),LOC-01,, $125.00 
2893803-2,DSV,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,LOC-01,, $125.00 
2893770-1,P Y H TRAILER ENTERPRISES INC,MELTON,MDC-01,, $250.00 
2893690-1,APTIV / RIO BRAVO 7 FV32,13699 GATEWAY WEST,PTT-00,PUENTE ZARAGOZA, $-   
2893744-1,GYSA  CDJ,GYSA JDC,PTT-00,, $-   
2893792-1,KORIMA / KUNA LOOP,18 LEIGH FISHER,LOC-01,, $250.00 
2893769-1,GYSA  CDJ,NA KELLY,PTT-00,, $-   
2893289-7,ELP PGE,KORIMA / KUNA LOOP,LOC-04,, $250.00 
2893753-1,SOUTHWIRE COMPANY,ADVANCED PAPERWORKS,LOC-03,, $375.00 
2893527-4,PUENTE  ZARAGOZA,FLETES SOTELO,MDC-01,, $250.00 
2893527-3,FLETES SOTELO,PUENTE  ZARAGOZA,MDC-01,, $250.00 
2893733-2,ELLIOT TAPE 28 WALTER JONES,SOUTHWIRE COMPANY,LOC-03,, $250.00 
2893733-1,18 LEIGH FISHER,ELLIOT TAPE 28 WALTER JONES,LOC-04,, $250.00 
2892269-5,TBG TRANSPORTE ESPECIALIZADO,BASE SOTELO CHIHUAHUA,LOC-01,, $125.00 
2893661-1,FLETES SOTELO,NA KELLY,PTT-00,PUENTE AMERICAS, $-   
2893723-2,SOUTHCO.,TBG TRANSPORTE ESPECIALIZADO,LOC-02,, $125.00 
2893650-3,GAMMA,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2893392-3,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SMTC PLANTA 1,PTT-00,, $-   
2893644-2,SAFRAN BODEGA COMPLEJO,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,LOC-01,, $125.00 
2893662-1,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,PTT-00,, $-   
2893660-1,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),LOC-02,, $125.00 
2893516-2,GYSA JUAREZ 3,FLETES SOTELO,LOC-02,PUENTE ZARAGOZA, $125.00 
2892866-3,FLETES SOTELO,13699 GATEWAY WEST,FAL-00,, $250.00 
2893538-1,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / REFRIGERADORES,PTT-00,, $-   
2893532-2,APEX DIVERSIFIED / ESTHER LAMA,M Y N PLASTICS,LOC-03,, $375.00 
2888559-3,TRACSO JUAREZ,FLETES SOTELO,PTT-00,, $-   
2893492-3,SMTC PLANTA 1,XOMOX CHIHUAHUA S.A DE C.V.,PTT-00,, $-   
2893509-1,YAZAKI COMPONENTES PLANTA 3,SMTC PLANTA 1,PTT-00,, $-   
2893124-5,LEGRAND DPC,18 LEIGH FISHER,LOC-04,, $625.00 
2893612-1,BASCULA  KM20,HONEYWELL 2,LOC-01,, $250.00 
2893625-1,FLETES SOTELO,LEAR LA CUESTA,PTT-01,, $-   
2893453-2,GYSA JUAREZ 1,GYSA  CDJ,MDC-01,, $250.00 
2893470-4,GYSA JDC,FLETES SOTELO,LOC-01,, $250.00 
2893466-1,18 LEIGH FISHER,FLETES SOTELO,I-VACIO,PUENTE AMERICAS, $250.00 
2893289-5,ELP PGE,KORIMA / KUNA LOOP,LOC-03,, $250.00 
2893289-4,RM2,ELP PGE,EXP-02,PUENTE ZARAGOZA, $500.00 
2893384-1,GYSA  CDJ,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",MDC-01,, $250.00 
2893289-2,RM2,FLETES SOTELO,PTT-00,, $-   
2893235-2,APTIV RIO BRAVO 1 FV39,GYSA JUAREZ 3,PTT-00,, $-   
2893284-1,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,NORDAM,PTT-00,, $-   
2892746-5,BASE SOTELO CHIHUAHUA,XOMOX CHIHUAHUA S.A DE C.V.,MDC-01,, $125.00 
2893441-1,FLETES SOTELO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LOC-02,, $250.00 
2893276-2,LEAR SAN LORENZO,FLETES SOTELO,PTT-01,, $-   
2893030-4,CFI,FLETES SOTELO,TRI-02,PUENTE ZARAGOZA, $500.00 
2893030-3,ESCOTO CUSTOMS BROKERS INC,CFI,MDC-01,, $125.00 
2893128-1,EASTLAKE LOGISTICS PARK,UNI-TRADE FORWARDING LC,PTT-00,, $-   
2892878-2,GYSA  CDJ,GYSA JUAREZ 5,PTT-00,, $-   
2893269-1,GENASCO,EATON BUSSMANN,LOC-01,, $125.00 
2892408-6,FLETES SOTELO,APTIV / RIO BRAVO 7 FV32,PTT-00,PUENTE ZARAGOZA, $-   
2893116-2,EMERALD PASS DR.,RIO BRAVO INTERNACIONAL,PTT-00,, $-   
2893143-2,GEN,FLETES SOTELO,FOR-01,, $250.00 
2893268-1,EATON BUSSMANN,GENASCO,LOC-01,, $125.00 
2893267-1,BASCULA  KM20,EATON BUSSMANN,LOC-01,, $250.00 
2893087-2,SMTC PLANTA 2,GAMMA,LOC-02,, $125.00 
2892996-2,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / REFRIGERADORES,MDC-01,PUENTE ZARAGOZA, $-   
2892973-1,KORIMA / KUNA LOOP,NIPPON EXPRESS USA,LOC-04,, $250.00 
2892868-3,P Y H TRAILER ENTERPRISES INC,ACSA,IMP-01,PUENTE ZARAGOZA, $500.00 
2893043-1,KORIMA / KUNA LOOP,18 LEIGH FISHER,LOC-03,, $250.00 
2893383-1,ELECTROLUX / REFRIGERADORES,AGENCIA ALVELAIS,MDC-01,, $-   
2892929-5,13699 GATEWAY WEST,KORIMA / KUNA LOOP,MDC-01,, $250.00 
2892901-1,GYSA  CDJ,GYSA JUAREZ 2,PTT-00,, $-   
2892868-2,ARIES WORLDWIDE LOGISTICS C/O,P Y H TRAILER ENTERPRISES INC,LOC-03,, $250.00 
2892870-3,YAZAKI COMPONENTES PLANTA 3,XOMOX CHIHUAHUA S.A DE C.V.,PTT-00,, $-   
2892337-17,GYSA JUAREZ JDC,11333 ROJAS DR. SUITE C,MDC-01,, $250.00 
2892899-1,HERITAGE 12796 GRAND RIVER DR.,GYSA  CDJ,MDC-01,, $375.00 
2892337-18,GYSA JUAREZ 5,GYSA JUAREZ 3,MDC-01,, $250.00 
2892905-2,GAMMA,SMTC PLANTA 1,LOC-02,, $125.00 
2892886-1,GYSA  CDJ,APTIV RIO BRAVO 1 FV39,PTT-00,, $-   
2892875-2,YARDA ARIES,BOXWEEL TRAILER LEASING LLC,STER-ELP,, $625.00 
2892873-1,ARIES WORLDWIDE LOGISTICS C/O,8700 CASTNER Y KESLER,PTT-00,, $-   
2892995-1,NA KELLY,18 LEIGH FISHER,LOC-03,, $125.00 
2892419-28,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,VIA SISTEM,MDC-01,, $250.00 
2892994-1,XIAMEN HONFA TRANSPORTATION,NA KELLY,LOC-03,, $250.00 
2893059-2,FLETES SOTELO,LEAR RIO BRAVO,LOC-01,, $125.00 
2892993-1,APEX DIVERSIFIED / ESTHER LAMA,XIAMEN HONFA TRANSPORTATION,LOC-03,, $250.00 
2892853-1,GAMMA,IMPULSORA GANE,PTT-00,, $-   
2892782-1,ELECTROLUX / ESTAMPADOS,FLETES SOTELO,MDC-01,, $375.00 
2892328-5,ELCOM INC.,FLETES SOTELO,PTT-00,PUENTE AMERICAS, $-   
2892486-1,APTIV RIO BRAVO 1 FV39,RIO BRAVO INTERNACIONAL,PTT-00,, $-   
2892689-1,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),PTT-00,, $-   
2892328-4,FLETES SOTELO,ELCOM INC.,TRE-QMS,PUENTE ZARAGOZA," $1,000.00 "
2892388-19,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,VIA SISTEM,MDC-01,, $125.00 
2892549-1,8710 GATEWAY EAST.,ELCOM INC.,PTT-00,, $-   
2890091-2,YARDA DEL SIETE,FLETES SOTELO,LOC-01,, $250.00 
2892582-1,FLETES SOTELO,ELECTROLUX / ESTAMPADOS,LOC-02,, $375.00 
2892265-6,XOMOX CHIHUAHUA S.A DE C.V.,SAFRAN CABIN,PTT-00,, $-   
2892629-1,KORIMA / KUNA LOOP,ELLIOT TAPE 28 WALTER JONES,LOC-04,, $250.00 
2892274-6,CMMG INDUTRIAS DE PRECISION S.A DE C.V/PLANTA CHAN,BASE SOTELO CHIHUAHUA,LOC-01,, $125.00 
2892788-1,BASCULA  KM20,HONEYWELL 2,LOC-02,, $250.00 
2892036-5,BASE SOTELO CHIHUAHUA,PAM,PTT-00,, $-   
2892388-13,XYLEM,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,MDC-01,, $125.00 
2892787-1,TORO COMPANY DE MEXICO PLANTA 2,BASCULA  KM20,LOC-02,, $250.00 
2892539-2,AGENCIA ALVELAIS,FLETES SOTELO,PTT-00,, $-   
2892036-4,PAM,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2892532-1,BASE SOTELO CHIHUAHUA,XYLEM,LOC-02,, $125.00 
2892418-3,FLETES SOTELO,GEN,PTT-00,, $-   
2892260-4,XYLEM,BASE SOTELO CHIHUAHUA,LOC-02,, $125.00 
2891603-4,FLETES SOTELO,KORIMA / KUNA LOOP,TRE-02,PUENTE AMERICAS, $500.00 
2892375-2,GYSA JUAREZ 4,PUENTE  ZARAGOZA,LOC-02,PUENTE ZARAGOZA, $250.00 
2892265-3,GGLOBAL,PRECOS ZARAGOZA,TRI-QMS,PUENTE ZARAGOZA," $1,000.00 "
2892438-1,GYSA JUAREZ 4,GYSA JUAREZ 2,PTT-00,, $-   
2892016-3,FOREFRONT,FLETES SOTELO,MDC-01,, $250.00 
2892418-2,GEN,FLETES SOTELO,PTT-01,, $-   
2892383-1,18 LEIGH FISHER,SMTC PULLMAN,PTT-00,, $-   
2892274-1,PHILIPS 12430 MERCANTILE,KORIMA / KUNA LOOP,PTT-00,, $-   
2892351-1,MESILLA VALLEY TRANSPORTATION,YARDA ARIES,PTT-00,, $-   
2892340-3,SMTC PLANTA 2,BASE SOTELO CHIHUAHUA,PTT-00,, $-   
2892340-2,SMTC PLANTA 1,SMTC PLANTA 2,LOC-02,, $125.00 
2892271-1,FLETES SOTELO,RECINTO FISCAL - PUENTE ZARAGOZA,LOC-01,, $250.00 
2891997-7,BASE SOTELO CHIHUAHUA,BODEGA NUEVA XOMOX,LOC-02,, $125.00 
2892229-1,DTR,YAZAKI COMPONENTES PLANTA 2,PTT-00,, $-   
2891696-5,ELCOM INC.,ELECTROLUX / REFRIGERADORES,PTT-00,, $-   
2892104-3,ADUANA MEXICANAPTE ZARAGOZA,FLETES SOTELO,LOC-02,, $250.00 
2892091-5,GYSA  CDJ,ELECTROLUX / REFRIGERADORES,PTT-00,, $-   
2892094-4,GYSA  CDJ,ELECTROLUX / REFRIGERADORES,LOC-01,, $250.00 
2891988-3,ESCOTO CUSTOMS BROKERS INC,FLETES SOTELO,TRI-QMS,PUENTE ZARAGOZA," $1,000.00 "
2892198-2,KORIMA / KUNA LOOP,FLETES SOTELO,I-VACIO,PUENTE ZARAGOZA, $250.00 
2892104-2,GYSA  CDJ,ADUANA MEXICANAPTE ZARAGOZA,LOC-02,PUENTE ZARAGOZA, $250.00 
2891986-3,18 LEIGH FISHER,RIO BRAVO INTERNACIONAL,PTT-00,, $-   
2891919-4,FLETES SOTELO,LEGRAND DPC,TRE-02,PUENTE ZARAGOZA," $1,125.00 "
2892309-1,HONEYWELL ADENCO,HONEYWELL OPTOELECTRICA,LOC-01,, $125.00 
2892039-1,ELECTROLUX / PRODUCTO TERMINADO,13699 GATEWAY WEST,PTT-00,PUENTE ZARAGOZA, $-   
